"id","display_order","name","viewkey","status_type_id","platform_id","super_app_id","create_user_name","create_date","last_updated_user_name","last_updated_date","language_id","country_id","is_default","title","is_highlighted","old_id","old_status_type_id","old_platform_id","old_super_app_id","fallback_homepage_id"
"119",18,"ÇOCUK & BEBEK","kids-baby-detr",1,1,0,"TANER.CEVHER","2025-09-09 14:20:38.777463","MACIT.ISIK","2026-06-09 07:00:37.476115",1,25,False,"ÇOCUK & BEBEK",False,"119","1","1","0",NULL
"120",22,"FIRSAT ALANI","deal-zone-detr",2,1,0,"TANER.CEVHER","2025-09-09 14:20:54.918503","","2026-06-11 12:27:44.795376",1,25,False,"FIRSAT ALANI",True,"120","1","1","0",NULL
"121",15,"WOMEN","women-it",1,1,0,"TANER.CEVHER","2025-09-09 14:45:22.981335","MACIT.ISIK","2026-06-09 07:00:37.476116",2,38,True,"WOMEN",False,"121","1","1","0","668"
"122",119,"HOMEPAGE","homepage-it",2,1,0,"TANER.CEVHER","2025-09-09 14:45:31.919957","MACIT.ISIK","2026-06-09 07:00:37.476116",2,38,False,"HOMEPAGE",False,"122","1","1","0","669"
"123",121,"MEN","men-it",1,1,0,"TANER.CEVHER","2025-09-09 14:45:43.931429","MACIT.ISIK","2026-06-09 07:00:37.476116",2,38,False,"MEN",False,"123","1","1","0","670"
"124",122,"KIDS & BABY","kids-baby-it",2,1,0,"TANER.CEVHER","2025-09-09 14:45:58.845771","MACIT.ISIK","2026-06-09 07:00:37.476116",2,38,False,"KIDS & BABY",False,"124","1","1","0",NULL
"125",126,"DEAL ZONE","deal-zone-it",2,1,0,"TANER.CEVHER","2025-09-09 14:46:14.251732","","2026-06-11 08:35:54.91855",2,38,False,"DEAL ZONE",False,"125","0","1","0","669"
"126",119,"PAGE D'ACCUEIL","homepage-fr",2,1,0,"TANER.CEVHER","2025-09-09 15:14:18.249413","","2026-06-11 08:35:15.112538",10,27,False,"PAGE D'ACCUEIL",False,"126","1","1","0",NULL
"127",126,"ZONE DES OFFRES","deal-zone-fr",0,1,0,"TANER.CEVHER","2025-09-09 15:14:29.470362","MACIT.ISIK","2026-06-09 07:00:37.476117",10,27,False,"ZONE DES OFFRES",False,"127","0","1","0",NULL
"128",119,"ANA SAYFA","homepage-frtr",2,1,0,"TANER.CEVHER","2025-09-09 15:14:57.305958","","2026-06-11 08:35:20.695661",1,27,False,"ANA SAYFA",False,"128","1","1","0",NULL
"129",5,"FIRSAT ALANI","dealzone-frtr",2,1,0,"TANER.CEVHER","2025-09-09 15:15:09.88857","","2026-06-11 08:34:52.947683",1,27,False,"FIRSAT ALANI",True,"129","0","1","0",NULL
"130",4,"KADIN","women-frtr",1,1,0,"TANER.CEVHER","2025-09-10 05:58:39.639242","MACIT.ISIK","2026-06-09 07:00:37.476079",1,27,True,"KADIN",False,"130","1","1","0",NULL
"131",121,"ERKEK","men-frtr",1,1,0,"TANER.CEVHER","2025-09-10 05:58:53.772595","MACIT.ISIK","2026-06-09 07:00:37.47608",1,27,False,"ERKEK",False,"131","1","1","0",NULL
"132",122,"ÇOCUK & BEBEK","kids-baby-frtr",2,1,0,"TANER.CEVHER","2025-09-10 05:59:11.745904","MACIT.ISIK","2026-06-09 07:00:37.47608",1,27,False,"ÇOCUK & BEBEK",False,"132","2","1","0",NULL
"133",42,"FEMMES","women-fr",1,1,0,"TANER.CEVHER","2025-09-10 05:59:36.5622","MACIT.ISIK","2026-06-09 07:00:37.47608",10,27,True,"FEMMES",False,"133","1","1","0",NULL
"134",121,"HOMMES","men-fr",1,1,0,"TANER.CEVHER","2025-09-10 05:59:47.229668","MACIT.ISIK","2026-06-09 07:00:37.47608",10,27,False,"HOMMES",False,"134","1","1","0",NULL
"135",122,"ENFANTS ET BÉBÉ","kids-baby-fr",2,1,0,"TANER.CEVHER","2025-09-10 06:00:02.872723","MACIT.ISIK","2026-06-09 07:00:37.476117",10,27,False,"ENFANTS ET BÉBÉ",False,"135","2","1","0",NULL
"136",16,"HOMEPAGE","homepage-maen",2,1,0,"TANER.CEVHER","2025-09-12 04:52:32.464887","MACIT.ISIK","2026-06-09 07:00:37.476117",2,16,False,"HOMEPAGE",False,"136","1","1","0",NULL
"137",15,"WOMEN","women-maen",1,1,0,"TANER.CEVHER","2025-09-12 04:52:47.111058","MACIT.ISIK","2026-06-09 07:00:37.476117",2,16,True,"WOMEN",False,"137","1","1","0",NULL
"138",17,"MEN","men-maen",1,1,0,"TANER.CEVHER","2025-09-12 04:52:59.149489","MACIT.ISIK","2026-06-09 07:00:37.476116",2,16,False,"MEN",False,"138","1","1","0",NULL
"139",18,"KIDS & BABY","kids-baby-maen",1,1,0,"TANER.CEVHER","2025-09-12 04:53:14.415129","MACIT.ISIK","2026-06-09 07:00:37.476118",2,16,False,"KIDS & BABY",False,"139","1","1","0",NULL
"140",23,"DEAL ZONE","deal-zone-maen",2,1,0,"TANER.CEVHER","2025-09-12 04:53:26.327624","","2026-06-11 07:45:43.283354",2,16,False,"DEAL ZONE",True,"140","1","1","0",NULL
"141",16,"PAGE D'ACCUEIL","homepage-mafr",2,1,0,"TANER.CEVHER","2025-09-12 04:55:30.98266","MACIT.ISIK","2026-06-09 07:00:37.476081",10,16,False,"PAGE D'ACCUEIL",False,"141","1","1","0",NULL
"142",15,"FEMMES","women-mafr",1,1,0,"TANER.CEVHER","2025-09-12 04:55:55.473207","MACIT.ISIK","2026-06-09 07:00:37.476081",10,16,True,"FEMMES",False,"142","1","1","0",NULL
"143",17,"HOMMES","men-mafr",1,1,0,"TANER.CEVHER","2025-09-12 04:56:32.248099","MACIT.ISIK","2026-06-09 07:00:37.476081",10,16,False,"HOMMES",False,"143","1","1","0",NULL
"144",18,"ENFANTS ET BÉBÉ","kids-baby-mafr",1,1,0,"TANER.CEVHER","2025-09-12 04:56:48.856369","MACIT.ISIK","2026-06-09 07:00:37.476094",10,16,False,"ENFANTS ET BÉBÉ",False,"144","1","1","0",NULL
"145",23,"ZONE DES OFFRES","deal-zone-mafr",2,1,0,"TANER.CEVHER","2025-09-12 04:57:06.27406","","2026-06-11 07:45:48.865893",10,16,False,"ZONE DES OFFRES",True,"145","1","1","0",NULL
"146",16,"الصفحة الرئيسية","homepage-maar",2,1,0,"TANER.CEVHER","2025-09-12 04:57:47.558565","MACIT.ISIK","2026-06-09 07:00:37.476094",15,16,False,"الصفحة الرئيسية",False,"146","1","1","0",NULL
"147",15,"النساء","women-maar",1,1,0,"TANER.CEVHER","2025-09-12 04:58:03.006152","MACIT.ISIK","2026-06-09 07:00:37.476094",15,16,True,"النساء",False,"147","1","1","0",NULL
"148",17,"الرجال","men-maar",1,1,0,"TANER.CEVHER","2025-09-12 04:58:15.850879","MACIT.ISIK","2026-06-09 07:00:37.476095",15,16,False,"الرجال",False,"148","1","1","0",NULL
"149",18,"الأطفال و الرضع ","kids-baby-maar",1,1,0,"TANER.CEVHER","2025-09-12 04:58:40.930409","MACIT.ISIK","2026-06-09 07:00:37.476095",15,16,False,"الأطفال و الرضع ",False,"149","1","1","0",NULL
"150",23,"منطقة العروض ","deal-zone-maar",2,1,0,"TANER.CEVHER","2025-09-12 04:59:03.728862","","2026-06-11 07:45:57.037763",15,16,False,"منطقة العروض ",True,"150","1","1","0",NULL
"151",132,"test","test-video-hp",3,1,0,"TANER.CEVHER","2025-09-12 11:34:37.075601","MACIT.ISIK","2026-06-09 07:00:37.476095",2,50,False,"test",True,"151","3","1","0",NULL
"152",9,"HOMEPAGE","homepage-bgen-app",2,21,1,"TANER.CEVHER","2025-09-12 11:54:05.334452","TANER.CEVHER","2026-03-26 11:57:16.783382",2,52,False,"HOMEPAGE",False,"152","1","21","1",NULL
"153",8,"WOMEN","women-bgen-app",1,21,1,"TANER.CEVHER","2025-09-12 11:54:17.94763","TANER.CEVHER","2026-03-26 11:57:16.783382",2,52,True,"WOMEN",False,"153","1","21","1",NULL
"154",10,"MEN","men-bgen-app",1,21,1,"TANER.CEVHER","2025-09-12 11:54:31.147111","TANER.CEVHER","2026-03-26 11:57:16.783382",2,52,False,"MEN",False,"154","1","21","1",NULL
"155",11,"KIDS & BABY","kids-baby-bgen-app",2,21,1,"TANER.CEVHER","2025-09-12 11:54:46.176414","TANER.CEVHER","2026-03-26 11:57:16.783382",2,52,False,"KIDS & BABY",False,"155","1","21","1",NULL
"156",17,"DEAL ZONE","deal-zone-bgen-app",2,21,1,"TANER.CEVHER","2025-09-12 11:55:00.632312","","2026-06-11 08:34:22.072881",2,52,False,"DEAL ZONE",True,"156","1","21","1",NULL
"157",9,"НАЧАЛНА СТРАНИЦА","homepage-bg-app",2,21,1,"TANER.CEVHER","2025-09-12 11:55:33.467229","TANER.CEVHER","2026-03-26 11:57:16.783383",11,52,False,"НАЧАЛНА СТРАНИЦА",False,"157","1","21","1",NULL
"158",8,"ЖЕНИ","women-bg-app",1,21,1,"TANER.CEVHER","2025-09-12 11:55:48.609702","TANER.CEVHER","2026-03-26 11:57:16.783383",11,52,True,"ЖЕНИ",False,"158","1","21","1",NULL
"159",10,"МЪЖЕ","men-bg-app",1,21,1,"TANER.CEVHER","2025-09-12 11:55:58.519071","TANER.CEVHER","2026-03-26 11:57:16.783383",11,52,False,"МЪЖЕ",False,"159","1","21","1",NULL
"160",11,"ДЕЦА И БЕБЕТА","kids-baby-bg-app",2,21,1,"TANER.CEVHER","2025-09-12 11:56:25.598883","TANER.CEVHER","2026-03-26 11:57:16.783391",11,52,False,"ДЕЦА И БЕБЕТА",False,"160","1","21","1",NULL
"161",17,"ЗОНА ЗА СДЕЛКИ","deal-zone-bg-app",2,21,1,"TANER.CEVHER","2025-09-12 11:56:46.676737","","2026-06-11 08:34:30.095872",11,52,False,"ЗОНА ЗА СДЕЛКИ",True,"161","1","21","1",NULL
"162",16,"الصفحة الرئيسية","homepage-iq-ar-app",2,21,1,"TANER.CEVHER","2025-09-12 13:50:24.195978","TANER.CEVHER","2026-03-26 11:57:16.783385",14,13,False,"الصفحة الرئيسية",False,"162","1","21","1",NULL
"163",15,"النساء","women-iq-ar-app",1,21,1,"TANER.CEVHER","2025-09-12 13:50:40.012773","TANER.CEVHER","2026-03-26 11:57:16.783385",14,13,True,"النساء",False,"163","1","21","1",NULL
"164",17,"الرجال","men-iq-ar-app",1,21,1,"TANER.CEVHER","2025-09-12 13:50:52.031069","TANER.CEVHER","2026-03-26 11:57:16.783385",14,13,False,"الرجال",False,"164","1","21","1",NULL
"165",18,"الأطفال و الرضع ","kids-baby-iq-ar-app",2,21,1,"TANER.CEVHER","2025-09-12 13:51:11.556394","TANER.CEVHER","2026-03-26 11:57:16.783385",14,13,False,"الأطفال و الرضع ",False,"165","2","21","1",NULL
"166",24,"منطقة العروض ","deal-zone-iq-ar-app",2,21,1,"TANER.CEVHER","2025-09-12 13:51:24.769912","","2026-06-11 07:45:55.324",14,13,False,"منطقة العروض ",True,"166","1","21","1",NULL
"167",16,"لاپەڕەی سەرەکی","homepage-iq-ku-app",2,21,1,"TANER.CEVHER","2025-09-12 13:52:03.395049","TANER.CEVHER","2026-03-26 11:57:16.783392",13,13,False,"لاپەڕەی سەرەکی",False,"167","1","21","1",NULL
"168",15,"ئافرەتان","women-iq-ku-app",1,21,1,"TANER.CEVHER","2025-09-12 13:52:16.487843","TANER.CEVHER","2026-03-26 11:57:16.78339",13,13,True,"ئافرەتان",False,"168","1","21","1",NULL
"169",17,"پیاوان","men-iq-ku-app",1,21,1,"TANER.CEVHER","2025-09-12 13:52:29.34595","TANER.CEVHER","2026-03-26 11:57:16.78339",13,13,False,"پیاوان",False,"169","1","21","1",NULL
"170",18,"منداڵان& کۆرپە","kids-baby-iq-ku-app",2,21,1,"TANER.CEVHER","2025-09-12 13:52:43.384569","TANER.CEVHER","2026-03-26 11:57:16.78339",13,13,False,"منداڵان& کۆرپە",False,"170","2","21","1",NULL
"171",25,"شوێنی داشکاندنەکان","deal-zone-iq-ku-app",2,21,1,"TANER.CEVHER","2025-09-12 13:53:06.538572","","2026-06-11 07:45:43.690201",13,13,False,"شوێنی داشکاندنەکان",True,"171","1","21","1",NULL
"172",121,"Homepage","hp-gr-ge-app",3,21,1,"YUNUS.AYAN","2025-09-16 12:56:07.234853","TANER.CEVHER","2026-03-26 11:57:16.783391",23,35,False,"Homepage",False,"172","3","21","1",NULL
"173",112,"Homepage","hp-gr-en-app",3,21,1,"YUNUS.AYAN","2025-09-16 13:03:24.319469","TANER.CEVHER","2026-03-26 11:57:16.783391",2,35,False,"Homepage",False,"173","3","21","1",NULL
"174",190,"homepage","hp-ru-en-app",1,21,1,"YUNUS.AYAN","2025-09-16 13:26:17.15742","TANER.CEVHER","2026-03-26 11:57:16.783391",2,9,False,"homepage",False,"174","1","21","1",NULL
"175",258,"homepage","ru-en-web",2,1,0,"YUNUS.AYAN","2025-09-16 13:26:33.537658","MACIT.ISIK","2026-06-09 07:00:37.476096",2,9,False,"homepage",False,"175","2","1","0",NULL
"176",259,"Women","women",3,1,0,"YUNUS.AYAN","2025-09-17 11:08:45.87779","MACIT.ISIK","2026-06-09 07:00:37.476138",2,8,False,"Women",False,"176","3","1","0",NULL
"177",18,"Girls","girls-rs-en",1,1,0,"TANER.CEVHER","2025-09-22 05:25:26.149774","MACIT.ISIK","2026-06-09 07:00:37.476138",2,125,False,"Girls",False,"177","1","1","0",NULL
"178",19,"Boys","boys-rsen",1,1,0,"TANER.CEVHER","2025-09-22 05:25:40.201773","MACIT.ISIK","2026-06-09 07:00:37.47614",2,125,False,"Boys",False,"178","1","1","0",NULL
"179",20,"Baby","baby-rsen",1,1,0,"TANER.CEVHER","2025-09-22 05:25:55.279191","MACIT.ISIK","2026-06-09 07:00:37.476118",2,125,False,"Baby",False,"179","1","1","0",NULL
"180",7,"DEVOJČICE","girls-rs",1,1,0,"TANER.CEVHER","2025-09-22 05:27:28.689285","MACIT.ISIK","2026-06-09 07:00:37.476084",9,125,False,"DEVOJČICE",False,"180","1","1","0",NULL
"181",8,"DEČACI","boys-rs",1,1,0,"TANER.CEVHER","2025-09-22 05:27:50.792773","MACIT.ISIK","2026-06-09 07:00:37.476084",9,125,False,"DEČACI",False,"181","1","1","0",NULL
"182",9,"BEBA","baby-rs",1,1,0,"TANER.CEVHER","2025-09-22 05:28:04.078069","MACIT.ISIK","2026-06-09 07:00:37.476084",9,125,False,"BEBA",False,"182","1","1","0",NULL
"183",18,"Girls","girls-roen",1,1,0,"TANER.CEVHER","2025-09-22 05:28:33.402544","MACIT.ISIK","2026-06-09 07:00:37.476083",2,50,False,"GIRLS",False,"183","1","1","0",NULL
"184",19,"Boys","boys-roen",1,1,0,"TANER.CEVHER","2025-09-22 05:28:46.609986","MACIT.ISIK","2026-06-09 07:00:37.476083",2,50,False,"BOYS",False,"184","1","1","0",NULL
"185",20,"Baby","baby-roen",1,1,0,"TANER.CEVHER","2025-09-22 05:28:59.414464","MACIT.ISIK","2026-06-09 07:00:37.476084",2,50,False,"BABY",False,"185","1","1","0",NULL
"186",18,"FETE","girls-ro",1,1,0,"TANER.CEVHER","2025-09-22 05:29:18.235404","MACIT.ISIK","2026-06-09 07:00:37.476084",7,50,False,"FETE",False,"186","1","1","0",NULL
"187",19,"BĂIEȚI","boys-ro",1,1,0,"TANER.CEVHER","2025-09-22 05:29:29.180413","MACIT.ISIK","2026-06-09 07:00:37.476085",7,50,False,"BĂIEȚI",False,"187","1","1","0",NULL
"188",20,"BEBELUȘI","baby-ro",1,1,0,"TANER.CEVHER","2025-09-22 05:29:40.344648","MACIT.ISIK","2026-06-09 07:00:37.476085",7,50,False,"BEBELUȘI",False,"188","1","1","0",NULL
"189",124,"Girls","girls-egen",1,1,0,"TANER.CEVHER","2025-09-22 05:30:06.296296","MACIT.ISIK","2026-06-09 07:00:37.476082",2,8,False,"Girls",False,"189","1","1","0",NULL
"190",125,"Boys","boys-egen",1,1,0,"TANER.CEVHER","2025-09-22 05:30:16.738174","MACIT.ISIK","2026-06-09 07:00:37.476082",2,8,False,"Boys",False,"190","1","1","0",NULL
"191",126,"Baby","baby-egen",1,1,0,"TANER.CEVHER","2025-09-22 05:30:27.573632","MACIT.ISIK","2026-06-09 07:00:37.476082",2,8,False,"Baby",False,"191","1","1","0",NULL
"192",19,"بنات","girls-eg",1,1,0,"TANER.CEVHER","2025-09-22 05:31:09.842431","MACIT.ISIK","2026-06-09 07:00:37.476082",12,8,False,"بنات",False,"192","1","1","0",NULL
"193",20,"أولاد","boys-eg",1,1,0,"TANER.CEVHER","2025-09-22 05:31:24.990743","MACIT.ISIK","2026-06-09 07:00:37.476083",12,8,False,"أولاد",False,"193","1","1","0",NULL
"194",21,"رضع","baby-eg",1,1,0,"TANER.CEVHER","2025-09-22 05:31:36.531627","MACIT.ISIK","2026-06-09 07:00:37.476118",12,8,False,"رضع",False,"194","1","1","0",NULL
"195",100,"Anasayfa","def-anasayfa",3,21,1,"YUNUS.AYAN","2025-09-23 06:30:56.747496","TANER.CEVHER","2026-03-26 11:57:16.783391",5,24,False,"Anasayfa",False,"195","1","21","1",NULL
"196",102,"Erkek","erkek",3,21,1,"YUNUS.AYAN","2025-09-23 06:31:13.197292","TANER.CEVHER","2026-03-26 11:57:16.783391",5,24,False,"Erkek",False,"196","2","21","1",NULL
"197",103,"Kadın","kadin",3,21,1,"YUNUS.AYAN","2025-09-23 06:31:25.810656","TANER.CEVHER","2026-03-26 11:57:16.783392",5,24,False,"Kadın",True,"197","2","21","1",NULL
"198",104,"bebek","bebek",3,21,1,"YUNUS.AYAN","2025-09-23 06:31:38.407291","TANER.CEVHER","2026-03-26 11:57:16.783392",5,24,False,"Bebek",False,"198","2","21","1",NULL
"199",105,"Fırsatlar","firsatlar",3,21,1,"YUNUS.AYAN","2025-09-23 06:31:52.864305","TANER.CEVHER","2026-03-26 11:57:16.783392",5,24,False,"Fırsatlar",True,"199","2","21","1",NULL
"200",127,"Anasayfa","anasayfa",3,1,0,"YUNUS.AYAN","2025-09-23 06:35:01.435721","MACIT.ISIK","2026-06-09 07:00:37.476105",5,24,False,"Anasayfa",False,"200","3","1","0",NULL
"201",16,"ГОЛОВНА СТОРІНКА","homepage-ua",2,1,0,"TANER.CEVHER","2025-09-23 08:13:30.806967","MACIT.ISIK","2026-06-09 07:00:37.476105",5,24,False,"ГОЛОВНА СТОРІНКА",False,"201","1","1","0",NULL
"202",15,"ЖІНКАМ","women-ua",1,1,0,"TANER.CEVHER","2025-09-23 08:13:46.074046","MACIT.ISIK","2026-06-09 07:00:37.476118",5,24,True,"ЖІНКАМ",False,"202","2","1","0",NULL
"203",17,"ЧОЛОВІКАМ","men-ua",1,1,0,"TANER.CEVHER","2025-09-23 08:14:26.337144","MACIT.ISIK","2026-06-09 07:00:37.476119",5,24,False,"ЧОЛОВІКАМ",False,"203","2","1","0",NULL
"204",18,"ДІВЧАТАМ","girls-ua",1,1,0,"TANER.CEVHER","2025-09-23 08:15:09.640379","MACIT.ISIK","2026-06-09 07:00:37.476119",5,24,False,"ДІВЧАТАМ",False,"204","2","1","0",NULL
"205",19,"ХЛОПЧИКАМ","boys-ua",1,1,0,"TANER.CEVHER","2025-09-23 08:15:31.949057","MACIT.ISIK","2026-06-09 07:00:37.476119",5,24,False,"ХЛОПЧИКАМ",False,"205","2","1","0",NULL
"206",20,"МАЛЮКАМ","baby-ua",1,1,0,"TANER.CEVHER","2025-09-23 08:15:47.251678","MACIT.ISIK","2026-06-09 07:00:37.476119",5,24,False,"МАЛЮКАМ",False,"206","2","1","0",NULL
"207",16,"ГЛАВНАЯ СТРАНИЦА","homepage-uaru",2,1,0,"TANER.CEVHER","2025-09-23 11:06:51.347836","MACIT.ISIK","2026-06-09 07:00:37.47612",3,24,False,"ГЛАВНАЯ СТРАНИЦА",False,"207","1","1","0",NULL
"208",15,"ЖЕНЩИНАМ","women-uaru",1,1,0,"TANER.CEVHER","2025-09-23 11:07:01.817553","MACIT.ISIK","2026-06-09 07:00:37.47612",3,24,True,"ЖЕНЩИНАМ",False,"208","2","1","0",NULL
"209",17,"МУЖЧИНАМ","men-uaru",1,1,0,"TANER.CEVHER","2025-09-23 11:07:13.065925","MACIT.ISIK","2026-06-09 07:00:37.47612",3,24,False,"МУЖЧИНАМ",False,"209","2","1","0",NULL
"210",22,"ПОСТІЙНІ ЗНИЖКИ ","dealzone-ua",2,1,0,"TANER.CEVHER","2025-09-23 11:07:56.199175","","2026-06-11 09:01:21.869025",5,24,False,"ПОСТІЙНІ ЗНИЖКИ ",True,"210","2","1","0",NULL
"211",18,"ДЕВОЧКАМ","girls-uaru",1,1,0,"TANER.CEVHER","2025-09-23 11:08:23.468244","MACIT.ISIK","2026-06-09 07:00:37.47612",3,24,False,"ДЕВОЧКАМ",False,"211","2","1","0",NULL
"212",19,"МАЛЬЧИКАМ","boys-uaru",1,1,0,"TANER.CEVHER","2025-09-23 11:08:40.361019","MACIT.ISIK","2026-06-09 07:00:37.47612",3,24,False,"МАЛЬЧИКАМ",False,"212","2","1","0",NULL
"213",20,"МАЛЫШАМ","baby-uaru",1,1,0,"TANER.CEVHER","2025-09-23 11:08:58.776156","MACIT.ISIK","2026-06-09 07:00:37.476121",3,24,False,"МАЛЫШАМ",False,"213","2","1","0",NULL
"214",22,"ПОСТОЯННЫЕ СКИДКИ","dealzone-uaru",2,1,0,"TANER.CEVHER","2025-09-23 11:09:17.540971","","2026-06-11 09:01:46.676952",3,24,False,"ПОСТОЯННЫЕ СКИДКИ",True,"214","2","1","0",NULL
"215",11,"HOMEPAGE","homepage-gren-app",2,21,1,"TANER.CEVHER","2025-09-23 11:36:52.102602","TANER.CEVHER","2026-03-26 11:57:16.783392",2,35,False,"HOMEPAGE",False,"215","1","21","1",NULL
"216",197,"WOMEN","deleted-women-gren-app",3,21,1,"TANER.CEVHER","2025-09-23 11:37:04.760542","TANER.CEVHER","2026-03-26 11:57:16.783392",2,35,False,"WOMEN",False,"216","3","21","1",NULL
"217",9,"ΑΡΧΙΚΗ ΣΕΛΙΔΑ","homepage-gr-app",2,21,1,"TANER.CEVHER","2025-09-23 11:37:28.48148","TANER.CEVHER","2026-03-26 11:57:16.783392",23,35,False,"ΑΡΧΙΚΗ ΣΕΛΙΔΑ",False,"217","1","21","1",NULL
"218",16,"الصفحة الرئيسية","homepage-maar-app",2,21,1,"TANER.CEVHER","2025-09-25 10:45:33.673567","TANER.CEVHER","2026-03-26 11:57:16.783392",15,16,False,"الصفحة الرئيسية",False,"218","1","21","1",NULL
"219",16,"PAGE D'ACCUEIL","homepage-mafr-app",2,21,1,"TANER.CEVHER","2025-09-25 10:45:59.042395","TANER.CEVHER","2026-03-26 11:57:16.783392",10,16,False,"PAGE D'ACCUEIL",False,"219","1","21","1",NULL
"220",16,"HOMEPAGE","homepage-maen-app",2,21,1,"TANER.CEVHER","2025-09-25 10:46:17.488599","TANER.CEVHER","2026-03-26 11:57:16.783392",2,16,False,"HOMEPAGE",False,"220","1","21","1",NULL
"221",15,"ГОЛОВНА СТОРІНКА","homepage-ua-app",2,21,1,"TANER.CEVHER","2025-09-25 10:49:02.380851","TANER.CEVHER","2026-03-26 11:57:16.783393",5,24,False,"ГОЛОВНА СТОРІНКА",False,"221","2","21","1",NULL
"222",15,"ГЛАВНАЯ СТРАНИЦА","homepage-uaru-app",2,21,1,"TANER.CEVHER","2025-09-25 10:49:24.331233","TANER.CEVHER","2026-03-26 11:57:16.783393",3,24,False,"ГЛАВНАЯ СТРАНИЦА",True,"222","2","21","1",NULL
"223",291,"GIRLS","girls-roen-app",3,1,0,"TANER.CEVHER","2025-09-26 07:57:42.66184","MACIT.ISIK","2026-06-09 07:00:37.476121",2,50,False,"GIRLS",False,"223","3","1","0",NULL
"224",18,"Girls","girls-roen-app",1,21,1,"TANER.CEVHER","2025-09-26 07:57:59.337321","TANER.CEVHER","2026-03-26 11:57:16.783393",2,50,False,"Girls",False,"224","1","21","1",NULL
"225",19,"Boys","boys-roen-app",1,21,1,"TANER.CEVHER","2025-09-26 07:58:09.716347","TANER.CEVHER","2026-03-26 11:57:16.783393",2,50,False,"Boys",False,"225","1","21","1",NULL
"226",20,"Baby","baby-roen-app",1,21,1,"TANER.CEVHER","2025-09-26 07:58:25.085754","TANER.CEVHER","2026-03-26 11:57:16.783393",2,50,False,"Baby",False,"226","1","21","1",NULL
"227",18,"FETE","girls-ro-app",1,21,1,"TANER.CEVHER","2025-09-26 07:59:00.339345","TANER.CEVHER","2026-03-26 11:57:16.783393",7,50,False,"FETE",False,"227","1","21","1",NULL
"228",19,"BĂIEȚI","boys-ro-app",1,21,1,"TANER.CEVHER","2025-09-26 07:59:14.43247","TANER.CEVHER","2026-03-26 11:57:16.783393",7,50,False,"BĂIEȚI",False,"228","1","21","1",NULL
"229",20,"BEBELUȘI","baby-ro-app",1,21,1,"TANER.CEVHER","2025-09-26 07:59:28.10325","TANER.CEVHER","2026-03-26 11:57:16.783393",7,50,False,"BEBELUȘI",False,"229","1","21","1",NULL
"230",19,"DEVOJČICE","girls-rs-app",1,21,1,"TANER.CEVHER","2025-09-26 08:00:11.969114","TANER.CEVHER","2026-03-26 11:57:16.783393",9,125,False,"DEVOJČICE",False,"230","1","21","1",NULL
"231",20,"DEČACI","boys-rs-app",1,21,1,"TANER.CEVHER","2025-09-26 08:00:22.74127","TANER.CEVHER","2026-03-26 11:57:16.783393",9,125,False,"DEČACI",False,"231","1","21","1",NULL
"232",21,"BEBA","baby-rs-app",1,21,1,"TANER.CEVHER","2025-09-26 08:00:33.450887","TANER.CEVHER","2026-03-26 11:57:16.783375",9,125,False,"BEBA",False,"232","1","21","1",NULL
"233",18,"Girls","girls-rsen-app",1,21,1,"TANER.CEVHER","2025-09-26 08:01:11.244212","TANER.CEVHER","2026-03-26 11:57:16.783375",2,125,False,"Girls",False,"233","1","21","1",NULL
"234",19,"Boys","boys-rsen-app",1,21,1,"TANER.CEVHER","2025-09-26 08:01:25.720466","TANER.CEVHER","2026-03-26 11:57:16.783375",2,125,False,"Boys",False,"234","1","21","1",NULL
"235",20,"Baby","baby-rsen-app",1,21,1,"TANER.CEVHER","2025-09-26 08:01:38.375506","TANER.CEVHER","2026-03-26 11:57:16.783376",2,125,False,"Baby",False,"235","1","21","1",NULL
"236",19,"Girls","girls-egen-app",1,21,1,"TANER.CEVHER","2025-09-26 08:03:04.630539","TANER.CEVHER","2026-03-26 11:57:16.783394",2,8,False,"Girls",False,"236","1","21","1",NULL
"237",20,"Boys","boys-egen-app",1,21,1,"TANER.CEVHER","2025-09-26 08:03:16.753161","TANER.CEVHER","2026-03-26 11:57:16.783394",2,8,False,"Boys",False,"237","1","21","1",NULL
"238",21,"Baby","baby-egen-app",1,21,1,"TANER.CEVHER","2025-09-26 08:03:30.200546","TANER.CEVHER","2026-03-26 11:57:16.783394",2,8,False,"Baby",False,"238","1","21","1",NULL
"239",19,"بنات","girls-eg-app",1,21,1,"TANER.CEVHER","2025-09-26 08:03:54.686942","TANER.CEVHER","2026-03-26 11:57:16.783394",12,8,False,"بنات",False,"239","1","21","1",NULL
"240",20,"أولاد","boys-eg-app",1,21,1,"TANER.CEVHER","2025-09-26 08:04:06.061868","TANER.CEVHER","2026-03-26 11:57:16.783396",12,8,False,"أولاد",False,"240","1","21","1",NULL
"241",21,"رضع","baby-eg-app",1,21,1,"TANER.CEVHER","2025-09-26 08:04:16.10437","TANER.CEVHER","2026-03-26 11:57:16.783361",12,8,False,"رضع",False,"241","1","21","1",NULL
"242",10,"WOMEN","women-gren-app2",2,21,1,"TANER.CEVHER","2025-10-01 08:51:31.944194","TANER.CEVHER","2026-03-26 11:57:16.783394",2,35,False,"WOMEN",False,"242","2","21","1",NULL
